institutionCode	url	xxh64
F	https://fm-digital-assets.fieldmuseum.org/1277/232/IMG_6239.jpg	fe20fbccde6e9f70
F	https://fm-digital-assets.fieldmuseum.org/1277/233/IMG_6240.jpg	a8ae74def9a5d22e
F	https://fm-digital-assets.fieldmuseum.org/1277/235/IMG_6242.jpg	7016e1fc77c1c612
F	https://fm-digital-assets.fieldmuseum.org/1277/236/IMG_6243.jpg	ed57cf9efe3c3598
F	https://fm-digital-assets.fieldmuseum.org/1277/237/IMG_6244.jpg	617844edb0a9df64
F	https://fm-digital-assets.fieldmuseum.org/1277/238/IMG_5921.jpg	19d07302245cfbc9
F	https://fm-digital-assets.fieldmuseum.org/1277/240/IMG_5922.jpg	41b4ff10aa85b1b4
F	https://fm-digital-assets.fieldmuseum.org/1277/241/IMG_5923.jpg	2088c306a2643a33
F	https://fm-digital-assets.fieldmuseum.org/1277/242/IMG_5924.jpg	89a6af3450eec48c
F	https://fm-digital-assets.fieldmuseum.org/1277/244/IMG_5927.jpg	ec53b5f55d251783
F	https://fm-digital-assets.fieldmuseum.org/1277/245/IMG_5928.jpg	fa7c2ca6fadc4482
F	https://fm-digital-assets.fieldmuseum.org/1277/246/IMG_5929.jpg	2438826b22f3c7bc
F	https://fm-digital-assets.fieldmuseum.org/1277/247/IMG_5932.jpg	4212ee0b2e331627
F	https://fm-digital-assets.fieldmuseum.org/1277/249/IMG_5933.jpg	e8af77d7f85d577c
F	https://fm-digital-assets.fieldmuseum.org/1277/250/IMG_5934.jpg	94b22447f26f7349
F	https://fm-digital-assets.fieldmuseum.org/1277/251/IMG_5935.jpg	4078024336224d31
F	https://fm-digital-assets.fieldmuseum.org/1277/253/IMG_5937.jpg	59c808176fcae460
F	https://fm-digital-assets.fieldmuseum.org/1277/254/IMG_5938.jpg	2e02f1c109efd382
F	https://fm-digital-assets.fieldmuseum.org/1277/255/IMG_5939.jpg	b0dcf4c8530cdb8d
F	https://fm-digital-assets.fieldmuseum.org/1277/256/IMG_5940.jpg	d0a3af3149e6c946
F	https://fm-digital-assets.fieldmuseum.org/1277/258/IMG_5942.jpg	9ffec06fb8ee2afe
F	https://fm-digital-assets.fieldmuseum.org/1277/259/IMG_5943.jpg	7d3ba43634e7df74
F	https://fm-digital-assets.fieldmuseum.org/1277/260/IMG_5944.jpg	9c62b539f152668b
F	https://fm-digital-assets.fieldmuseum.org/1277/261/IMG_5946.jpg	fbd7bf419bb34079
F	https://fm-digital-assets.fieldmuseum.org/1277/263/IMG_5947.jpg	7aba23f4b1e7fef9
F	https://fm-digital-assets.fieldmuseum.org/1277/264/IMG_5948.jpg	80874b610c8692bd
F	https://fm-digital-assets.fieldmuseum.org/1277/265/IMG_5949.jpg	3d6b99d9d9782ef3
F	https://fm-digital-assets.fieldmuseum.org/1277/266/IMG_5950.jpg	34d51e4535a8a6b6
F	https://fm-digital-assets.fieldmuseum.org/1277/268/IMG_5951.jpg	baa9d2f99309474c
F	https://fm-digital-assets.fieldmuseum.org/1277/269/IMG_5952.jpg	74816631caf78673
F	https://fm-digital-assets.fieldmuseum.org/1277/270/IMG_5954.jpg	8899aca7fa058866
F	https://fm-digital-assets.fieldmuseum.org/1277/272/IMG_5956.jpg	14785a0cc74d2426
F	https://fm-digital-assets.fieldmuseum.org/1277/273/IMG_5957.jpg	42bde032af69e3b6
F	https://fm-digital-assets.fieldmuseum.org/1277/279/IMG_5963.jpg	79cbdf11775ae8a5
F	https://fm-digital-assets.fieldmuseum.org/1277/280/IMG_5964.jpg	99427a55bc49d634
F	https://fm-digital-assets.fieldmuseum.org/1277/282/IMG_5965.jpg	f9f4446e63fc09dd
F	https://fm-digital-assets.fieldmuseum.org/1277/283/IMG_5966.jpg	a1eded8e58d5ab0d
F	https://fm-digital-assets.fieldmuseum.org/1277/284/IMG_5967.jpg	e047765d9347c71b
F	https://fm-digital-assets.fieldmuseum.org/1277/286/IMG_5968.jpg	215addf059be0c3a
F	https://fm-digital-assets.fieldmuseum.org/1277/287/IMG_5969.jpg	d57a33ab89702df4
F	https://fm-digital-assets.fieldmuseum.org/1277/288/IMG_5970.jpg	53fdb5f2adbdf64c
F	https://fm-digital-assets.fieldmuseum.org/1277/289/IMG_5971.jpg	0961c05f7af92c72
F	https://fm-digital-assets.fieldmuseum.org/1277/291/IMG_5972.jpg	8c4af3f92b1a1b5c
F	https://fm-digital-assets.fieldmuseum.org/1277/292/IMG_5973.jpg	528841e28395b873
F	https://fm-digital-assets.fieldmuseum.org/1277/293/IMG_5974.jpg	7d0bc32bcfda301a
F	https://fm-digital-assets.fieldmuseum.org/1277/323/IMG_6003.jpg	9e108285f7f244d7
F	https://fm-digital-assets.fieldmuseum.org/1277/324/IMG_6004.jpg	ca010b4f2c8fc885
F	https://fm-digital-assets.fieldmuseum.org/1277/326/IMG_6005.jpg	794dea7b08f5d775
F	https://fm-digital-assets.fieldmuseum.org/1277/327/IMG_6006.jpg	bf4eb3874db93c8b
F	https://fm-digital-assets.fieldmuseum.org/1277/328/IMG_6007.jpg	ee6dcc18bcdfcb08
F	https://fm-digital-assets.fieldmuseum.org/1277/329/IMG_6008.jpg	11ccd4422ffcc1f5
F	https://fm-digital-assets.fieldmuseum.org/1277/331/IMG_6009.jpg	e8f1c88586b50203
F	https://fm-digital-assets.fieldmuseum.org/1277/332/IMG_6010.jpg	75f40b813d911fd0
F	https://fm-digital-assets.fieldmuseum.org/1277/333/IMG_6011.jpg	b7e540905cb10164
F	https://fm-digital-assets.fieldmuseum.org/1277/335/IMG_6012.jpg	bf597ceaadfa2a9a
F	https://fm-digital-assets.fieldmuseum.org/1277/339/IMG_6015.jpg	7c9c13598721a1c7
F	https://fm-digital-assets.fieldmuseum.org/1277/340/IMG_6016.jpg	404e3a764e95b1ff
F	https://fm-digital-assets.fieldmuseum.org/1277/341/IMG_6017.jpg	a9f6f46f4560d803
F	https://fm-digital-assets.fieldmuseum.org/1277/343/IMG_6018.jpg	a9843fe8ebcceff2
F	https://fm-digital-assets.fieldmuseum.org/1277/344/IMG_6019.jpg	aac1f5361454b059
F	https://fm-digital-assets.fieldmuseum.org/1277/345/IMG_6020.jpg	bf1be8293b698e5f
F	https://fm-digital-assets.fieldmuseum.org/1277/347/IMG_6021.jpg	bda5b786f77b48f1
F	https://fm-digital-assets.fieldmuseum.org/1277/348/IMG_6022.jpg	e52f5227ee777b26
F	https://fm-digital-assets.fieldmuseum.org/1277/349/IMG_6023.jpg	86b9e43abb46e44c
F	https://fm-digital-assets.fieldmuseum.org/1277/350/IMG_6024.jpg	bd9cd74cfef8dc8d
F	https://fm-digital-assets.fieldmuseum.org/1277/352/IMG_6025.jpg	9dde4130e065e453
F	https://fm-digital-assets.fieldmuseum.org/1277/353/IMG_6027.jpg	c7779f82767bb87c
F	https://fm-digital-assets.fieldmuseum.org/1277/354/IMG_6029.jpg	f5927206a211d941
F	https://fm-digital-assets.fieldmuseum.org/1277/356/IMG_6030.jpg	1412ed351eaf65fa
F	https://fm-digital-assets.fieldmuseum.org/1277/357/IMG_6031.jpg	772c4b705ac3afb0
F	https://fm-digital-assets.fieldmuseum.org/1277/358/IMG_6032.jpg	7838d850d31c90c3
F	https://fm-digital-assets.fieldmuseum.org/1277/359/IMG_6033.jpg	706c97031c803def
F	https://fm-digital-assets.fieldmuseum.org/1277/361/IMG_6034.jpg	14334471b3e2e33c
F	https://fm-digital-assets.fieldmuseum.org/1277/362/IMG_6035.jpg	e05cf23d14c9477f
F	https://fm-digital-assets.fieldmuseum.org/1277/363/IMG_6036.jpg	82280a7c39fafac1
F	https://fm-digital-assets.fieldmuseum.org/1277/365/IMG_6037.jpg	df793deeca2fe205
F	https://fm-digital-assets.fieldmuseum.org/1277/366/IMG_6038.jpg	b0244e523bc182b1
F	https://fm-digital-assets.fieldmuseum.org/1277/367/IMG_6039.jpg	44f9f6821565fa80
F	https://fm-digital-assets.fieldmuseum.org/1277/368/IMG_6041.jpg	482c9701183486ce
F	https://fm-digital-assets.fieldmuseum.org/1277/370/IMG_6042.jpg	ade4ad8dd15901bc
F	https://fm-digital-assets.fieldmuseum.org/1277/371/IMG_6043.jpg	887f4d484e75be28
F	https://fm-digital-assets.fieldmuseum.org/1277/372/IMG_6044.jpg	9b69ca5d4d8295d8
F	https://fm-digital-assets.fieldmuseum.org/1277/374/IMG_6045.jpg	bdd4bab4a4f6eecc
F	https://fm-digital-assets.fieldmuseum.org/1277/375/IMG_6046.jpg	cc675a2e18cbdcd5
F	https://fm-digital-assets.fieldmuseum.org/1277/376/IMG_6047.jpg	5b43d2cfd91d9dde
F	https://fm-digital-assets.fieldmuseum.org/1277/378/IMG_6048.jpg	b29d91592d5ba369
F	https://fm-digital-assets.fieldmuseum.org/1277/379/IMG_6049.jpg	66ab872931cfc50a
F	https://fm-digital-assets.fieldmuseum.org/1277/380/IMG_6050.jpg	ca329ef5799b0614
F	https://fm-digital-assets.fieldmuseum.org/1277/382/IMG_6051.jpg	3ee853755aa63dee
F	https://fm-digital-assets.fieldmuseum.org/1277/383/IMG_6053.jpg	e1560bc02d6ae638
F	https://fm-digital-assets.fieldmuseum.org/1277/384/IMG_6054.jpg	6930743942e724e8
F	https://fm-digital-assets.fieldmuseum.org/1277/385/IMG_6055.jpg	a2915eb0696f871c
F	https://fm-digital-assets.fieldmuseum.org/1277/387/IMG_6056.jpg	4fc465ac7e3e04ba
F	https://fm-digital-assets.fieldmuseum.org/1277/396/IMG_6087.jpg	3c009a30c0423b95
F	https://fm-digital-assets.fieldmuseum.org/1277/397/IMG_6088.jpg	87a822919aa251fc
F	https://fm-digital-assets.fieldmuseum.org/1277/398/IMG_6089.jpg	22648bbf43807654
F	https://fm-digital-assets.fieldmuseum.org/1277/410/IMG_6098.jpg	06dc5044872c5849
F	https://fm-digital-assets.fieldmuseum.org/1277/411/IMG_6099.jpg	155484cb62c979df
F	https://fm-digital-assets.fieldmuseum.org/1277/413/IMG_6100.jpg	195ca04597380ac2
F	https://fm-digital-assets.fieldmuseum.org/1277/414/IMG_6101.jpg	e86c86577b349d85
F	https://fm-digital-assets.fieldmuseum.org/1277/424/IMG_6122.jpg	ac39e320d94796cd
F	https://fm-digital-assets.fieldmuseum.org/1277/426/IMG_6123.jpg	20b6c9fbcc9cfa88
F	https://fm-digital-assets.fieldmuseum.org/1277/428/IMG_6125.jpg	d2329049233ada27
F	https://fm-digital-assets.fieldmuseum.org/1277/429/IMG_6126.jpg	de4d169570eafa0f
F	https://fm-digital-assets.fieldmuseum.org/1277/430/IMG_6128.jpg	0e7dabf6a3e2b848
F	https://fm-digital-assets.fieldmuseum.org/1277/431/IMG_6129.jpg	9e9f100dae27447f
F	https://fm-digital-assets.fieldmuseum.org/1277/433/IMG_6130.jpg	0943f943d702ee54
F	https://fm-digital-assets.fieldmuseum.org/1277/434/IMG_6131.jpg	60758a5be3301c90
F	https://fm-digital-assets.fieldmuseum.org/1277/435/IMG_6132.jpg	5aeb488e345bd01c
F	https://fm-digital-assets.fieldmuseum.org/1277/437/IMG_6133.jpg	7b8e24aa458fd770
F	https://fm-digital-assets.fieldmuseum.org/1277/438/IMG_6134.jpg	3454dd8926d854c7
F	https://fm-digital-assets.fieldmuseum.org/1277/439/IMG_6135.jpg	e7a7e5423341ee09
F	https://fm-digital-assets.fieldmuseum.org/1277/440/IMG_6136.jpg	b9bfb4e97baa3964
F	https://fm-digital-assets.fieldmuseum.org/1277/442/IMG_6137.jpg	541d23f757d9d122
F	https://fm-digital-assets.fieldmuseum.org/1277/443/IMG_6138.jpg	e9087f2f33ec2ab1
F	https://fm-digital-assets.fieldmuseum.org/1277/444/IMG_6139.jpg	983eb5691b726de8
F	https://fm-digital-assets.fieldmuseum.org/1277/446/IMG_6140.jpg	f43f7588e0514e42
F	https://fm-digital-assets.fieldmuseum.org/1277/447/IMG_6141.jpg	14708ed5dd881ecf
F	https://fm-digital-assets.fieldmuseum.org/1277/448/IMG_6142.jpg	7406999f91cd4f70
F	https://fm-digital-assets.fieldmuseum.org/1277/449/IMG_6144.jpg	5abeef5298778807
F	https://fm-digital-assets.fieldmuseum.org/1277/451/IMG_6145.jpg	12231180ec9bd7ac
F	https://fm-digital-assets.fieldmuseum.org/1277/452/IMG_6146.jpg	393c55d0c0cf613b
F	https://fm-digital-assets.fieldmuseum.org/1277/453/IMG_6147.jpg	c5c2dd5081962553
F	https://fm-digital-assets.fieldmuseum.org/1277/455/IMG_6148.jpg	49c63bbe4a0088e2
F	https://fm-digital-assets.fieldmuseum.org/1277/456/IMG_6149.jpg	50c68d1d6a99cafc
F	https://fm-digital-assets.fieldmuseum.org/1277/457/IMG_6150.jpg	4b21cf9fbc180f3f
F	https://fm-digital-assets.fieldmuseum.org/1277/459/IMG_6151.jpg	9d94b640c8712863
F	https://fm-digital-assets.fieldmuseum.org/1277/460/IMG_6152.jpg	253b93db5bbb1a9b
F	https://fm-digital-assets.fieldmuseum.org/1277/461/IMG_6153.jpg	ec7e89a2d741370c
F	https://fm-digital-assets.fieldmuseum.org/1277/462/IMG_6154.jpg	1c906e13b71a7eac
F	https://fm-digital-assets.fieldmuseum.org/1277/464/IMG_6155.jpg	7ec3a4f8edac64a4
F	https://fm-digital-assets.fieldmuseum.org/1277/465/IMG_6156.jpg	bd4dccfa831fad6f
F	https://fm-digital-assets.fieldmuseum.org/1277/475/IMG_6170.jpg	a1194af77f32014b
F	https://fm-digital-assets.fieldmuseum.org/1277/477/IMG_6174.jpg	6b1f12b3b44269c7
F	https://fm-digital-assets.fieldmuseum.org/1277/478/IMG_6176.jpg	2d6bfdb43ecc3787
F	https://fm-digital-assets.fieldmuseum.org/1277/479/IMG_6245.jpg	5dfa0e25559227dc
F	https://fm-digital-assets.fieldmuseum.org/1277/480/IMG_6247.jpg	12c058f4c5bfeb61
F	https://fm-digital-assets.fieldmuseum.org/1277/482/IMG_6249.jpg	6a4cf184beb28fe3
F	https://fm-digital-assets.fieldmuseum.org/1277/483/IMG_6250.jpg	f96c695b27753919
F	https://fm-digital-assets.fieldmuseum.org/1277/484/IMG_6252.jpg	6139dfd85d0beafc
F	https://fm-digital-assets.fieldmuseum.org/1277/485/IMG_6253.jpg	f4f90fa87bdbbe1b
F	https://fm-digital-assets.fieldmuseum.org/1277/487/IMG_6254.jpg	774b19cede836923
F	https://fm-digital-assets.fieldmuseum.org/1277/488/IMG_6255.jpg	fdc73e20db672e2a
F	https://fm-digital-assets.fieldmuseum.org/1277/489/IMG_6256.jpg	a1e790f2ddc65125
F	https://fm-digital-assets.fieldmuseum.org/1277/490/IMG_6257.jpg	13b51cfdb063b200
F	https://fm-digital-assets.fieldmuseum.org/1277/492/IMG_6259.jpg	58ee2cca8bbceda1
F	https://fm-digital-assets.fieldmuseum.org/1277/493/IMG_6260.jpg	87e660d37e6bd1ab
F	https://fm-digital-assets.fieldmuseum.org/1277/494/IMG_6261.jpg	2b7219c9bb69ed20
F	https://fm-digital-assets.fieldmuseum.org/1277/496/IMG_6262.jpg	0c330023877de1c5
F	https://fm-digital-assets.fieldmuseum.org/1277/497/IMG_6264.jpg	70fcf806cb016125
F	https://fm-digital-assets.fieldmuseum.org/1277/498/IMG_6265.jpg	6fef6641138a42f2
F	https://fm-digital-assets.fieldmuseum.org/1277/500/IMG_6266.jpg	82f8d9abd054a6c0
F	https://fm-digital-assets.fieldmuseum.org/1277/502/IMG_6269.jpg	d5739fb124698f0c
F	https://fm-digital-assets.fieldmuseum.org/1277/503/IMG_6270.jpg	686cccefe8330fb1
F	https://fm-digital-assets.fieldmuseum.org/1277/504/IMG_6271.jpg	c8a0004152bd79b0
F	https://fm-digital-assets.fieldmuseum.org/1277/506/IMG_6272.jpg	ef8c1b3d6b542d27
F	https://fm-digital-assets.fieldmuseum.org/1277/507/IMG_6273.jpg	cdcc580c217d6b46
F	https://fm-digital-assets.fieldmuseum.org/1277/508/IMG_6274.jpg	65b4c322320e6c31
F	https://fm-digital-assets.fieldmuseum.org/1277/510/IMG_6275.jpg	f430bedef9c7f116
F	https://fm-digital-assets.fieldmuseum.org/1277/511/IMG_6277.jpg	f5ebdf29482b3d4e
F	https://fm-digital-assets.fieldmuseum.org/1277/512/IMG_6278.jpg	f829adf36942143e
F	https://fm-digital-assets.fieldmuseum.org/1277/513/IMG_6279.jpg	38ecc5fb48b5402f
F	https://fm-digital-assets.fieldmuseum.org/1277/515/IMG_6280.jpg	fd1c4819b0b487d4
F	https://fm-digital-assets.fieldmuseum.org/1277/516/IMG_6282.jpg	897da7f4c3a49aa8
F	https://fm-digital-assets.fieldmuseum.org/1277/517/IMG_6283.jpg	b8a957d4ecdf8d88
F	https://fm-digital-assets.fieldmuseum.org/1277/519/IMG_6284.jpg	08a025f01adc9ff9
F	https://fm-digital-assets.fieldmuseum.org/1277/520/IMG_6286.jpg	c70ae5837437d76f
F	https://fm-digital-assets.fieldmuseum.org/1277/521/IMG_6287.jpg	56104eaab0ad6f78
F	https://fm-digital-assets.fieldmuseum.org/1277/522/IMG_6288.jpg	70edcd207bf35e7e
F	https://fm-digital-assets.fieldmuseum.org/1277/524/IMG_6289.jpg	b0e8737cccaf3cf7
F	https://fm-digital-assets.fieldmuseum.org/1277/525/IMG_6290.jpg	f7dc9e9c5b109658
F	https://fm-digital-assets.fieldmuseum.org/1277/526/IMG_6291.jpg	d7648c9275991705
F	https://fm-digital-assets.fieldmuseum.org/1277/532/IMG_6297.jpg	eefc5932bb3bfbc2
F	https://fm-digital-assets.fieldmuseum.org/1277/534/IMG_6298.jpg	b2f5ae57b1a8d1f4
F	https://fm-digital-assets.fieldmuseum.org/1277/535/IMG_6299.jpg	d1868d3097ab3fd2
F	https://fm-digital-assets.fieldmuseum.org/1277/536/IMG_6300.jpg	3fee8c4dd328ddf2
F	https://fm-digital-assets.fieldmuseum.org/1277/537/IMG_6301.jpg	52e880d3835ede23
F	https://fm-digital-assets.fieldmuseum.org/1277/539/IMG_6302.jpg	e81126541b7f68e4
F	https://fm-digital-assets.fieldmuseum.org/1277/540/IMG_6303.jpg	0fad826f1baa4659
F	https://fm-digital-assets.fieldmuseum.org/1277/541/IMG_6304.jpg	52a8864a57301a03
F	https://fm-digital-assets.fieldmuseum.org/1277/542/IMG_6305.jpg	065b5d21e9aaebc5
F	https://fm-digital-assets.fieldmuseum.org/1277/544/IMG_6306.jpg	ab925975e0b68e35
F	https://fm-digital-assets.fieldmuseum.org/1277/545/IMG_6307.jpg	6ea4ac6de3408f77
F	https://fm-digital-assets.fieldmuseum.org/1277/546/IMG_6308.jpg	68bf706ed06bc8fb
F	https://fm-digital-assets.fieldmuseum.org/1277/547/IMG_6309.jpg	dbb5cd0e60ecfce5
F	https://fm-digital-assets.fieldmuseum.org/1277/549/IMG_6310.jpg	449264fc4118618d
F	https://fm-digital-assets.fieldmuseum.org/1277/550/IMG_6311.jpg	466e5de4a783e1fd
F	https://fm-digital-assets.fieldmuseum.org/1277/551/IMG_6314.jpg	ce268322606bb2a3
F	https://fm-digital-assets.fieldmuseum.org/1277/552/IMG_6315.jpg	5bfcd45a76bb1ffe
F	https://fm-digital-assets.fieldmuseum.org/1277/554/IMG_6316.jpg	eccd2d29b93da364
F	https://fm-digital-assets.fieldmuseum.org/1277/555/IMG_6317.jpg	4a2b63a866ad1762
F	https://fm-digital-assets.fieldmuseum.org/1277/556/IMG_6321.jpg	8d5f22b6660f537f
F	https://fm-digital-assets.fieldmuseum.org/1277/557/IMG_6322.jpg	c5ca6a32d97c0ada
F	https://fm-digital-assets.fieldmuseum.org/1277/559/IMG_6324.jpg	6f6b618cce2dc7ed
F	https://fm-digital-assets.fieldmuseum.org/1277/560/IMG_6325.jpg	b5dd2a678bac734c
F	https://fm-digital-assets.fieldmuseum.org/1277/561/IMG_6328.jpg	f578a472a1afc7f2
F	https://fm-digital-assets.fieldmuseum.org/1277/563/IMG_6329.jpg	402adb8022675c7e
F	https://fm-digital-assets.fieldmuseum.org/1277/564/IMG_6332.jpg	210425e4fd6f5d52
F	https://fm-digital-assets.fieldmuseum.org/1277/565/IMG_6333.jpg	e9828739bfc2ad05
F	https://fm-digital-assets.fieldmuseum.org/1277/566/IMG_6336.jpg	0684d63936e63670
F	https://fm-digital-assets.fieldmuseum.org/1277/567/IMG_6337.jpg	efd24f76dd6fa93b
F	https://fm-digital-assets.fieldmuseum.org/1277/569/IMG_6338.jpg	10f1256ee8bfdb7d
F	https://fm-digital-assets.fieldmuseum.org/1277/570/IMG_6340.jpg	05ebdf9228c2082d
F	https://fm-digital-assets.fieldmuseum.org/1277/571/IMG_6341.jpg	8a1737d2e3f9be91
F	https://fm-digital-assets.fieldmuseum.org/1277/573/IMG_6342.jpg	e059ac25c32eeec7
F	https://fm-digital-assets.fieldmuseum.org/1277/574/IMG_6344.jpg	53bae16e3f76718c
F	https://fm-digital-assets.fieldmuseum.org/1277/575/IMG_6345.jpg	64190712006958be
F	https://fm-digital-assets.fieldmuseum.org/1277/576/IMG_6346.jpg	b3d67804ab08db2d
F	https://fm-digital-assets.fieldmuseum.org/1277/578/IMG_6347.jpg	c440fb44208da521
F	https://fm-digital-assets.fieldmuseum.org/1277/579/IMG_6348.jpg	8fd7464909390c64
F	https://fm-digital-assets.fieldmuseum.org/1277/580/IMG_6350.jpg	c9069857ec6884fe
F	https://fm-digital-assets.fieldmuseum.org/1277/581/IMG_6351.jpg	cee61af7bc0ab721
F	https://fm-digital-assets.fieldmuseum.org/1277/583/IMG_6352.jpg	7ac03f8d01fad9e0
F	https://fm-digital-assets.fieldmuseum.org/1277/584/IMG_6353.jpg	32bff6e0aec827bb
F	https://fm-digital-assets.fieldmuseum.org/1277/585/IMG_6354.jpg	0a88c40dccbc6355
F	https://fm-digital-assets.fieldmuseum.org/1277/587/IMG_6355.jpg	2a55eaca9d80d9ef
F	https://fm-digital-assets.fieldmuseum.org/1277/588/IMG_6356.jpg	88fde328a13b7c5f
F	https://fm-digital-assets.fieldmuseum.org/1277/589/IMG_6357.jpg	f79c1b2c8b1cfb68
F	https://fm-digital-assets.fieldmuseum.org/1277/590/IMG_6358.jpg	fc53ffbc6de74868
F	https://fm-digital-assets.fieldmuseum.org/1277/592/IMG_6363.jpg	e4f82a7df9c2d2b3
F	https://fm-digital-assets.fieldmuseum.org/1277/593/IMG_6364.jpg	bfde6a303797dcb3
F	https://fm-digital-assets.fieldmuseum.org/1277/594/IMG_6365.jpg	b16faab4940a77ef
F	https://fm-digital-assets.fieldmuseum.org/1277/596/IMG_6366.jpg	ad2bfa832921b747
F	https://fm-digital-assets.fieldmuseum.org/1277/597/IMG_6367.jpg	e9785613d99b3ace
F	https://fm-digital-assets.fieldmuseum.org/1277/615/IMG_6395.jpg	fb129cbdb5d78df4
F	https://fm-digital-assets.fieldmuseum.org/1277/616/IMG_6396.jpg	d7360ab891a89f60
F	https://fm-digital-assets.fieldmuseum.org/1277/617/IMG_6397.jpg	b3d5d50f86a3b3aa
F	https://fm-digital-assets.fieldmuseum.org/1277/619/IMG_6398.jpg	0981fec0f9d8b925
F	https://fm-digital-assets.fieldmuseum.org/1277/624/IMG_6412.jpg	1e679be5baea72b6
F	https://fm-digital-assets.fieldmuseum.org/1277/625/IMG_6413.jpg	f1e7d3d65c4f5319
F	https://fm-digital-assets.fieldmuseum.org/1277/626/IMG_6414.jpg	c6ec9e7c84f223c0
F	https://fm-digital-assets.fieldmuseum.org/1277/627/IMG_6416.jpg	ce45bfad0d3cc7f7
F	https://fm-digital-assets.fieldmuseum.org/1277/629/IMG_6417.jpg	0a2d5f62338b2a71
F	https://fm-digital-assets.fieldmuseum.org/1277/630/IMG_6418.jpg	d48928dd19dedd66
F	https://fm-digital-assets.fieldmuseum.org/1277/631/IMG_6419.jpg	b859aef7b58df9af
F	https://fm-digital-assets.fieldmuseum.org/1277/633/IMG_6420.jpg	e31c0075127923b3
F	https://fm-digital-assets.fieldmuseum.org/1277/634/IMG_6423.jpg	a4e54f44ab083d4b
F	https://fm-digital-assets.fieldmuseum.org/1277/635/IMG_6424.jpg	f4aaae5e01e16562
F	https://fm-digital-assets.fieldmuseum.org/1277/636/IMG_6425.jpg	0d44625f74a7c3f9
F	https://fm-digital-assets.fieldmuseum.org/1277/638/IMG_6427.jpg	ef78e5a227023344
F	https://fm-digital-assets.fieldmuseum.org/1277/639/IMG_6428.jpg	54f711a5afc549f6
F	https://fm-digital-assets.fieldmuseum.org/1277/640/IMG_6429.jpg	9e7ef2878e7ce601
